B0_ess,B0_ess_ps,B0_hdp_lb,B0_hdp_ub,B0_mean,B0_r_hat,B[1]_ess,B[1]_ess_ps,B[1]_hdp_lb,B[1]_hdp_ub,B[1]_mean,B[1]_r_hat,B[2]_ess,B[2]_ess_ps,B[2]_hdp_lb,B[2]_hdp_ub,B[2]_mean,B[2]_r_hat,B[3]_ess,B[3]_ess_ps,B[3]_hdp_lb,B[3]_hdp_ub,B[3]_mean,B[3]_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,Nc,B[1]_sampler_rhat,B[2]_sampler_rhat,B[3]_sampler_rhat,B0_sampler_rhat,sigma_sampler_rhat
527.7008174237164,316.250613793107,0.411003,4.7314,2.7247265535999996,0.9994505947502379,560.8827434892859,336.13651151884017,0.286992,0.524294,0.3980135604,1.0014482043418829,642.3688432297714,384.9710560328065,0.256092,0.741119,0.4893486507,0.9990044012901342,448.3674538001017,268.7062020509994,0.295488,0.663152,0.47231674099999993,0.9990456178550945,350.0151474126622,209.76375542973415,0.503553,1.80704,1.0571347270000002,1.0050784404956785,0.11429400000000009,1.668615947,8.893349,0,0,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.929548072650144,1.990275606213146,1.126680064937267,1.0044457839285772,1.0009495500114727
589.6926163777787,2839.4120819800714,0.42770901146172,4.810885580133158,2.7675765692221264,0.9992817924458333,846.9681688444714,4078.2122497000496,0.2813344041481654,0.5091157410689774,0.3979253550158832,0.9995939779877353,747.386240225621,3598.7181481729276,0.2692536559687974,0.7887834062384164,0.48687489258050226,1.0019092748317566,769.8470761732575,3706.868678109756,0.26721621500219195,0.6561520487547334,0.4698504821653768,1.001094879946513,231.88689706886043,1116.5519779348601,0.4939344509262557,1.91893714463853,1.04847565796149,0.9997025350908196,0.4883059950791162,0.207681238,129.612259,0.033329729,0.16048502657712393,1067800,DHMCNUTS,2000,1000,0.8,10,3,1.929548072650144,1.990275606213146,1.126680064937267,1.0044457839285772,1.0009495500114727
442.58905797078376,251.71799144388928,-5.55358,5.24055,-0.47584615907000005,0.9990084174537278,251.77508921609575,143.1945020142483,0.079258,0.625142,0.40309372385000003,0.9990679697419623,420.48056160225866,239.14401068339558,0.333732,0.907572,0.58763022244,0.999551387523115,278.7473524863176,158.53470036032718,0.373256,0.798289,0.6064156484000001,1.000561263933331,179.43043435830026,102.04922089049353,0.616068,2.4252,1.3964544520000002,1.007491974770069,0.10478900000000002,1.758273437,8.894791,0,0,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.0589740084712507,1.0338131433745599,1.2838308668040974,1.0049931501407598,1.0038894475890485
643.775470186278,3063.378511558908,-5.938010168012643,4.420178385962224,-0.5093542182522096,1.0006392352291948,561.1341119716761,2670.1330826092767,0.14247859106839295,0.6604068029672865,0.40320621684358077,1.0063411905976207,634.7472161750854,3020.4179443804474,0.3321022313456513,0.8363461942005644,0.5859113411049454,1.0005138094995139,872.782439288516,4153.098546934037,0.3610736045616303,0.8589263630689157,0.6100064860792287,1.0003414978723422,372.02549973914176,1770.2677011335786,0.6955574945992254,2.5027994933396975,1.3911157125655962,1.0050627226589282,0.4668651698612902,0.210152114,130.182448,0.034893822,0.16604078510483125,1070609,DHMCNUTS,2000,1000,0.8,10,3,1.0589740084712507,1.0338131433745599,1.2838308668040974,1.0049931501407598,1.0038894475890485
403.60593423025995,232.56023695088533,-2.64978,2.40189,-0.12084490710300001,1.0003070264204568,315.2819444140726,181.66740744064938,0.546999,0.737145,0.6469381419999999,1.003826098794657,560.6848077362948,323.07005592123977,0.365784,0.566501,0.47819088,1.0038990326807191,466.2213261528882,268.63961326152037,0.341206,0.635649,0.4821649645999999,1.001550263309162,301.58210126453963,173.77347303871443,0.385231,1.34433,0.7835965209999997,0.9990430213059811,0.09614700000000014,1.735489865,8.901143,0,0,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.0720146922356704,1.1164053183120146,2.205771670631016,1.00131986703613,1.0059010141254199
806.8417171824517,4032.402936363399,-2.994098651030697,2.5474061941079276,-0.19241705234530893,0.9990584565178896,718.0216702843683,3588.5014742891767,0.5482776116793704,0.7704385091899998,0.6501565524159634,0.9992210641799055,697.7406550128475,3487.141785279916,0.3727537791242599,0.5788848442632275,0.47725507148083063,1.0003581138525335,889.2339879097639,4444.1799024512,0.3297313591713334,0.6437323630251335,0.4853696860227258,0.9991778587626936,258.483258385756,1291.837826327718,0.3693678924517434,1.4503976386025328,0.8061503077723774,1.0144548051402864,0.4937465079802479,0.200089557,130.132608,0.03892545,0.19454013784437535,1070269,DHMCNUTS,2000,1000,0.8,10,3,1.0720146922356704,1.1164053183120146,2.205771670631016,1.00131986703613,1.0059010141254199
425.8762702831812,249.48823432004104,-1.53976,6.65283,2.1808719350000003,1.0031032768449313,344.2251845189969,201.65512729091463,0.234712,0.742764,0.50809878,1.00084627643237,463.33130314578426,271.4302645934732,0.106373,0.643828,0.38678845865,0.9990851827543884,388.4585406334883,227.5680571372195,0.237497,0.715701,0.4733844344,0.9994993937569266,309.93637130931074,181.56794220561747,0.633471,2.51011,1.3742998419999999,1.0053880633868482,0.11860200000000005,1.706999416,8.893733,0.025726051,0.015070919625903376,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.2272064892494443,1.2080566761151366,1.1340350418867213,1.0523229403629997,1.002329474558253
866.4314360666076,4447.958923555824,-2.67061988964536,6.181283455160727,2.3403844338470745,1.0005761854015947,936.4996130417794,4807.664677595483,0.27822897147077363,0.7276967518023719,0.5001013674669215,0.9992969449595671,753.7534936147396,3869.5093905010617,0.13203138253192565,0.6554781330879197,0.38793616510127354,1.0001308004216944,865.7773180557034,4444.60090822703,0.1977817574575703,0.6915373706977551,0.45938110792247816,0.9990284596335176,360.58271580629224,1851.1067831653484,0.6011748512299768,2.3480827859703215,1.336642139660651,0.9996832665137085,0.37896833568317845,0.194793039,128.735312,0.028361145,0.14559629617976236,1058470,DHMCNUTS,2000,1000,0.8,10,3,1.2272064892494443,1.2080566761151366,1.1340350418867213,1.0523229403629997,1.002329474558253
328.7293642830554,184.26198585788705,-4.21964,2.12184,-0.9711455630286001,1.0029113079409218,460.8879443100446,258.34055945000205,0.348392,0.720194,0.501661775,0.9996648547215252,364.61816038546823,204.37865798513045,0.265384,1.05943,0.67596425776,1.0051472773749126,221.96711490672212,124.41876458788455,0.221752,0.71654,0.4677855667,1.009180555175834,169.87001112595215,95.2168835176454,0.574968,2.32648,1.3002140560000002,1.0092617645077717,0.10419100000000009,1.784032462,8.896791,0.02519382,0.014121839448905722,200374,CmdStanNUTS,2000,1000,0.8,10,3,1.298535890368325,1.1769135116231606,1.2036749324166203,1.2415147224156504,1.0070869751747646
911.999680029834,4072.063893802867,-3.6241854596163665,1.6862701749703857,-0.9231240359529289,1.0009747951385728,770.9563003554006,3442.307473478902,0.36469128614236146,0.679670567402517,0.5053901279025436,0.9991207124902047,842.0179373474282,3759.59653899732,0.29151510970239203,0.9782583457391419,0.6666540252957407,1.0004167925348133,823.5153307247786,3676.9826982042346,0.2802559530076275,0.6936507155955681,0.46721228520209007,0.9989996998141729,390.29510921833923,1742.661381332782,0.6074864725789169,2.1590408738795603,1.2229186439154296,0.9990392036618204,0.3951533289181848,0.223964973,137.258864,0.037792988,0.16874508318762863,1127241,DHMCNUTS,2000,1000,0.8,10,3,1.298535890368325,1.1769135116231606,1.2036749324166203,1.2415147224156504,1.0070869751747646
626.4016026182144,358.3548985512832,-3.20329,6.8173,1.4773536952900002,0.9995204663090801,423.0305068203777,242.00936543278618,0.145749,0.755152,0.4622920414999999,1.0029421690975935,428.35938263036695,245.05793482069848,0.278876,0.693646,0.48830269619999994,1.003864924852516,459.86135587754745,263.07973805359836,0.240276,0.730995,0.46913369360000007,0.9990366416595751,365.5663485303777,209.13498815106203,0.733573,2.59946,1.5556979970000004,1.0052782377330975,0.11942900000000004,1.747992298,8.895079,0.026568818,0.015199619603815898,200374,CmdStanNUTS,2000,1000,0.8,10,3,1.051978840063372,1.060830374190502,1.0059127755825066,1.0019196092913807,1.0032187820323237
658.2510148567426,3264.5310679908584,-3.6078612549269566,6.729857806121603,1.4731640189737072,1.0013166652076657,730.6457132889514,3623.5654437163694,0.137136310904494,0.7746160125318475,0.4543867092024961,0.9992494211405939,1e3,4959.401496253416,0.291588666075454,0.7066438647412101,0.48443558896286143,0.9990878560985792,862.4089062165922,4277.032019872839,0.2423799153584156,0.74954454126248,0.4806620363334904,1.0041979392411895,430.8510596589097,2136.763389934766,0.7224133099899026,2.636388248212434,1.5608565788335222,1.0053292058690193,0.39783950088910924,0.201637234,124.625392,0.02896288,0.14363855040780812,1025257,DHMCNUTS,2000,1000,0.8,10,3,1.051978840063372,1.060830374190502,1.0059127755825066,1.0019196092913807,1.0032187820323237
389.2877299269132,184.15854864564207,-11.1594,11.4497,-0.84376596402,0.9991051873221481,314.2732215355839,148.67178158183773,0.134791,1.05369,0.5820622675099999,0.9997158004710648,320.021158222045,151.39093144583282,-47514e-8,1.03136,0.5258544082000002,0.9996870128382706,321.8188434503392,152.24135409497856,0.327546,0.894847,0.6178411690000001,0.999737057976315,186.8230942720217,88.37953844854772,0.847879,2.83059,1.6825126650000002,1.0110658421916827,0.06834860000000006,2.113872708,8.895478,0.026591318,0.012579432006177355,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.0176790026412486,1.020793934011664,1.010328635428349,1.028198448913299,1.0044730156626527
750.9419883547913,2957.6358962718446,-11.628861884517413,9.770905939165718,-0.6928961622182684,0.9990087414514163,767.5477657509414,3023.0388755618355,0.15935431447734688,0.9845426322230723,0.5794313733554367,0.9991272335028152,740.4930701315456,2916.482123951845,0.05035889533396526,1.0765647278518582,0.5194204980498985,0.9991906676324948,807.6122055170766,3180.835385883426,0.3784228436373744,0.8866297657938876,0.6130780477695016,0.9989995038012661,393.8731356728754,1551.2960291319603,0.8526203983625872,2.7191029926981813,1.6410298565494517,0.9992126594639136,0.38681829856741473,0.253899403,173.32552,0.042764632,0.16843140036843643,1420682,DHMCNUTS,2000,1000,0.8,10,3,1.0176790026412486,1.020793934011664,1.010328635428349,1.028198448913299,1.0044730156626527
352.53879271331465,210.56002373954715,-5.03365,2.90552,-0.9140734813,1.0006797749123113,157.0172338795477,93.78131762106906,0.1302,0.86072,0.5533137761,1.0019640696255927,185.9370642650578,111.05419736757847,0.363894,0.767942,0.5671498522199999,1.0001789205086966,174.52232480717407,104.23654251395426,0.357764,0.724914,0.5507651527000001,1.0036348454166566,35.29174431016757,21.078617937521116,0.601037,1.93357,1.10336421,1.03074742486655,0.14590000000000006,1.67429119,8.894997,0,0,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.1382189371848135,1.1615642484986686,1.0007230150576623,1.0043417743021144,1.0104676161501567
609.2575559549499,2455.62045921637,-4.873555199897223,3.42926603094825,-0.8096114402759932,1.00155781325087,448.910530534051,1809.3396993809324,0.07661358795604765,0.910780429521308,0.5422220547490103,1.0023114356068639,642.1898770135156,2588.3546051788953,0.3474489212507836,0.7593967373895412,0.5626838125956001,1.0015412117752618,518.1586746109247,2088.445239715844,0.33497513978831917,0.7601107171661192,0.5543014167172242,1.0025203815327397,310.46176934275695,1251.3201767479757,0.5439002926073271,1.9110569681849054,1.0988323446545376,0.9992236690424292,0.3036160067411228,0.248107379,162.703952,0.045757817,0.1844274732352882,1333004,DHMCNUTS,2000,1000,0.8,10,3,1.1382189371848135,1.1615642484986686,1.0007230150576623,1.0043417743021144,1.0104676161501567
