B0_ess,B0_ess_ps,B0_hdp_lb,B0_hdp_ub,B0_mean,B0_r_hat,B[1]_ess,B[1]_ess_ps,B[1]_hdp_lb,B[1]_hdp_ub,B[1]_mean,B[1]_r_hat,B[2]_ess,B[2]_ess_ps,B[2]_hdp_lb,B[2]_hdp_ub,B[2]_mean,B[2]_r_hat,B[3]_ess,B[3]_ess_ps,B[3]_hdp_lb,B[3]_hdp_ub,B[3]_mean,B[3]_r_hat,sigma_ess,sigma_ess_ps,sigma_hdp_lb,sigma_hdp_ub,sigma_mean,sigma_r_hat,epsilon,time,megabytes,gctime,gcpercent,allocations,sampler,Nsamples,Nadapt,delta,Nd,Nc,B[1]_sampler_rhat,B[2]_sampler_rhat,B[3]_sampler_rhat,B0_sampler_rhat,sigma_sampler_rhat
463.4438883220433,267.71973472612285,-3.96694,3.98123,0.19574973489300002,0.9990086012114388,593.1307060213019,342.63650740733715,0.334089,0.718166,0.508457153,0.9997290998636169,462.5668770251284,267.2131076291253,0.344478,0.998477,0.7117730290000001,1.002903207750985,575.5310385157002,332.4696275873718,0.0728795,0.818972,0.39953174074299996,0.9990385338856562,322.0743860461735,186.05417261311032,0.735047,2.73426,1.62897357,1.009666051103771,0.12870799999999974,1.731078543,8.893942,0,0,200373,CmdStanNUTS,2000,1000,0.8,10,3,0.9995050593882921,1.0067446817162604,1.2377723132591427,1.3927715440804116,1.0069347771324675
661.264414630407,3056.050443501274,-4.692803294688794,5.374390948865564,0.3001987529082212,0.9990010266165725,748.0296318532676,3457.0381190933585,0.28873506527868886,0.7543949456081941,0.5053224220915203,0.9997402590322154,662.5486520689009,3061.98557974426,0.2746416426152826,1.0941418284658346,0.7004585899740183,1.0013891098128087,700.6514040559055,3238.0784248032023,0.03111121772981989,0.8609609215183622,0.4027413257852792,0.9999746703951032,256.339997531296,1184.6818697789486,0.7446859763996672,3.0428406379186264,1.7306688227323395,1.000561295482047,0.36805008588047755,0.216378763,137.178995,0.037170592,0.17178484378339848,1128651,DHMCNUTS,2000,1000,0.8,10,3,0.9995050593882921,1.0067446817162604,1.2377723132591427,1.3927715440804116,1.0069347771324675
462.27720408037885,218.12766392097063,-2.08034,6.24461,2.0209729760332,1.0052590372054895,281.0344069084051,132.60740118538718,0.274585,0.767041,0.52870344,0.9990117992012052,411.3973924344857,194.1197864892123,0.087834,0.579186,0.3535304279,0.9999121679707124,446.4152419422666,210.64312279315914,0.280087,0.67653,0.497102333,0.9993425971388618,223.43284379895397,105.42783384276674,0.556098,1.98054,1.0824331110000003,0.9998723306762559,0.1116599999999999,2.119296543,8.895376,0.053424331,0.02520852080680245,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.2367013015843817,1.1635348886895682,1.3695825055985733,1.2452174622217258,0.9998568804555812
651.8136720756794,1701.7631783707757,-1.522849557305494,5.965702204687194,2.2270143222142726,0.9993485446267919,1e3,2610.812339900092,0.309320405205043,0.7215053037204807,0.5333615527619683,1.0019793096286318,597.5915886799222,1560.199493946041,0.11686643142544152,0.5659826794337502,0.336706469651435,0.9989998302204459,747.2250629815503,1950.8644151148549,0.30565866547506654,0.668585328128692,0.4890983570783612,0.9990312375592214,339.7344218606159,886.9828208825195,0.5143171601879919,1.9130561976101375,1.0804382527884995,1.0006856076168582,0.39791968378964276,0.38302255,133.69384,0.041544169,0.10846402907609486,1098810,DHMCNUTS,2000,1000,0.8,10,3,1.2367013015843817,1.1635348886895682,1.3695825055985733,1.2452174622217258,0.9998568804555812
266.0233941236828,118.57968162672941,-3.01758,8.46754,2.4833924365,1.0000476507771758,308.41974517355385,137.47781585356884,0.243352,0.733077,0.46663053701,1.0011142549829244,318.57364687996807,142.0039081379786,0.12954,0.723142,0.42880743979999997,1.001032880400645,182.50388528514978,81.35093789041912,-0.0379473,1.06414,0.4747288262190001,1.0090871633529013,168.16157447297775,74.95786612505309,0.673112,2.64231,1.415754994,1.0186833577891923,0.07587930000000002,2.243414643,8.896054,0.030043032,0.013391653697965099,200374,CmdStanNUTS,2000,1000,0.8,10,3,1.1877976380956103,1.151544025204281,1.030221835249696,1.0136053292231617,1.0170761394620318
947.5454758494136,4486.500299039486,-2.56830021730421,7.883726968773501,2.5967353098564336,0.9992400598318346,1e3,4734.865411095575,0.24021540363972377,0.6771932831394131,0.4658751340112814,0.999176661156109,910.3420339238422,4310.347008692394,0.1613724164236334,0.6861846158232594,0.4114739819946933,0.9991386248653585,974.0916089627647,4612.19266651623,0.017331404059161046,0.9878269596930076,0.48644995207831787,0.9993763922433466,324.80542436518965,1537.9099691629563,0.6108443185241982,2.1097742460419875,1.292512471872594,0.9991093858689005,0.41301041766430024,0.211199245,145.220544,0.028985119,0.13724063738958914,1192522,DHMCNUTS,2000,1000,0.8,10,3,1.1877976380956103,1.151544025204281,1.030221835249696,1.0136053292231617,1.0170761394620318
530.6860632215497,270.61167641874863,-6.34722,5.09545,0.016446747260000012,0.999017653016927,326.7504657195066,166.6192075258025,0.229065,0.871612,0.51275513413,0.9997058137149281,369.6056551387666,188.47226803692323,0.28242,0.734696,0.47945920020000005,1.000122575055645,418.8661386842979,213.59156729368405,0.255955,0.967864,0.6260391878000001,0.999076977630689,330.5188958969,168.54083554365698,0.918607,3.23411,1.8520862879999997,1.0074694777827058,0.12120399999999991,1.961061216,8.89554,0,0,200374,CmdStanNUTS,2000,1000,0.8,10,3,1.0139400741776718,1.0088628463306413,1.0052775214556924,1.1617209124011356,1.0026280035164519
973.5197270967984,4582.10846593867,-5.332373456785136,5.54104677545217,0.046996335757396854,0.9994458974340624,1e3,4706.744340562361,0.21930868803260778,0.8309670396774778,0.5036989812750361,0.9992684187664108,1e3,4706.744340562361,0.28132909460481625,0.7083699325723624,0.48763560452662447,0.9992342894893019,741.5930038041155,3490.488673655662,0.2580995735133878,0.9574545673110127,0.6233381303518672,0.9990195572037579,379.68666702675984,1787.0880712151875,0.8284440235830445,3.1193665393707217,1.805705543187014,0.9996376246731905,0.43231469340000245,0.212461083,119.022064,0.045922581,0.2161458482257666,979894,DHMCNUTS,2000,1000,0.8,10,3,1.0139400741776718,1.0088628463306413,1.0052775214556924,1.1617209124011356,1.0026280035164519
395.51437318233275,205.0512257321531,-3.63335,1.93453,-0.8680708058300002,0.9994948923640884,485.8466773423691,251.88327773114864,0.34389,0.752459,0.5275041820999999,0.9998772225890736,564.027757010449,292.41562573664714,0.424182,0.74682,0.588834941,0.9991215441467821,633.3508872910415,328.35564157286603,0.488333,0.727946,0.601914425,1.0002715490442473,270.1568245239074,140.06061919523663,0.486087,1.75785,1.007949153,1.010648187120613,0.15315499999999999,1.92885642,8.897124,0.033114242,0.0171678107590818,200373,CmdStanNUTS,2000,1000,0.8,10,3,1.4019890397567714,1.279331430117091,1.0717991952133419,1.0064284546768782,1.0064165341289133
898.1511072919062,3649.2980256592946,-2.9493144893585574,1.581909512988374,-0.8078623951163751,0.9991608712950512,799.4448333609532,3248.2423373102497,0.32827052741801277,0.6907130685183848,0.51971137340123,1.0004202096985193,1e3,4063.1225592568844,0.44902724164523106,0.756759681501434,0.5885651215987908,0.9991833506277866,1e3,4063.1225592568844,0.4941131231198461,0.7163507321255981,0.6025975514731894,1.0012745755930341,208.675241378907,847.8730808050127,0.4541659679140817,1.6173638205820389,0.95813798828146,0.9990528671412081,0.5010996467014276,0.24611613,119.117504,0.04721587,0.19184386655194036,980643,DHMCNUTS,2000,1000,0.8,10,3,1.4019890397567714,1.279331430117091,1.0717991952133419,1.0064284546768782,1.0064165341289133
